time,temperature,co2,iaq,deviceId,target
2022-11-07 23:16:07+11:00,24.77107810974121,1066.8424072265625,179.0,B84C4503F361D64A,1068.425537109375
2022-11-07 23:17:07+11:00,24.77871322631836,1067.141357421875,179.0,B84C4503F361D64A,1065.6910400390625
2022-11-07 23:18:08+11:00,24.765987396240234,1083.142578125,183.0,B84C4503F361D64A,1068.0787353515625
2022-11-07 23:19:07+11:00,24.760896682739258,1069.5252685546875,180.0,B84C4503F361D64A,1078.4189453125
2022-11-07 23:20:08+11:00,24.763444900512695,1067.916259765625,180.0,B84C4503F361D64A,1074.267333984375
2022-11-07 23:21:07+11:00,24.75835418701172,1070.252197265625,180.0,B84C4503F361D64A,1067.7060546875
2022-11-07 23:22:07+11:00,24.77107810974121,1073.599365234375,181.0,B84C4503F361D64A,1067.4512939453125
2022-11-07 23:23:07+11:00,24.76853370666504,1067.62841796875,179.0,B84C4503F361D64A,1077.4114990234375
2022-11-07 23:24:07+11:00,24.776168823242188,1063.79052734375,179.0,B84C4503F361D64A,1073.5625
2022-11-07 23:25:07+11:00,24.776168823242188,1065.6947021484375,179.0,B84C4503F361D64A,1073.13818359375
2022-11-07 23:26:08+11:00,24.765987396240234,1072.2340087890625,180.0,B84C4503F361D64A,1074.09765625
2022-11-07 23:27:07+11:00,24.76853370666504,1071.9091796875,180.0,B84C4503F361D64A,1072.222900390625
2022-11-07 23:28:08+11:00,24.765987396240234,1068.34814453125,180.0,B84C4503F361D64A,1076.3634033203125
2022-11-07 23:29:07+11:00,24.75835418701172,1069.8758544921875,180.0,B84C4503F361D64A,1077.69189453125
2022-11-07 23:30:08+11:00,24.77107810974121,1068.5289306640625,180.0,B84C4503F361D64A,1075.160400390625
2022-11-07 23:31:08+11:00,24.77871322631836,1068.425537109375,180.0,B84C4503F361D64A,1074.9610595703125
2022-11-07 23:32:07+11:00,24.76853370666504,1065.6910400390625,179.0,B84C4503F361D64A,1079.19384765625
2022-11-07 23:33:08+11:00,24.763444900512695,1068.0787353515625,180.0,B84C4503F361D64A,1068.16357421875
2022-11-07 23:34:08+11:00,24.760896682739258,1078.4189453125,182.0,B84C4503F361D64A,1074.20458984375
2022-11-07 23:35:07+11:00,24.750751495361328,1074.267333984375,181.0,B84C4503F361D64A,1073.2119140625
2022-11-07 23:36:07+11:00,24.75835418701172,1067.7060546875,179.0,B84C4503F361D64A,1070.68408203125
2022-11-07 23:37:08+11:00,24.75835418701172,1067.4512939453125,179.0,B84C4503F361D64A,1073.9906005859375
2022-11-07 23:38:07+11:00,24.753263473510742,1077.4114990234375,182.0,B84C4503F361D64A,1084.729248046875
2022-11-07 23:39:07+11:00,24.755807876586914,1073.5625,181.0,B84C4503F361D64A,1074.260009765625
2022-11-07 23:40:07+11:00,24.748172760009766,1073.13818359375,181.0,B84C4503F361D64A,1075.064453125
2022-11-07 23:41:08+11:00,24.74053955078125,1074.09765625,181.0,B84C4503F361D64A,1074.97216796875
2022-11-07 23:42:07+11:00,24.745630264282227,1072.222900390625,180.0,B84C4503F361D64A,1080.732666015625
2022-11-07 23:43:07+11:00,24.74053955078125,1076.3634033203125,181.0,B84C4503F361D64A,1074.462890625
2022-11-07 23:44:07+11:00,24.748172760009766,1077.69189453125,182.0,B84C4503F361D64A,1082.802978515625
2022-11-07 23:45:08+11:00,24.735448837280273,1075.160400390625,181.0,B84C4503F361D64A,1079.024169921875
2022-11-07 23:46:08+11:00,24.745630264282227,1074.9610595703125,181.0,B84C4503F361D64A,1075.0792236328125
2022-11-07 23:47:07+11:00,24.74308204650879,1079.19384765625,182.0,B84C4503F361D64A,1074.48876953125
2022-11-07 23:48:07+11:00,24.748205184936523,1068.16357421875,180.0,B84C4503F361D64A,1083.7476806640625
2022-11-07 23:49:07+11:00,24.745630264282227,1074.20458984375,181.0,B84C4503F361D64A,1073.248779296875
2022-11-07 23:50:08+11:00,24.74308204650879,1073.2119140625,181.0,B84C4503F361D64A,1083.8990478515625
2022-11-07 23:51:08+11:00,24.74308204650879,1070.68408203125,180.0,B84C4503F361D64A,1071.839111328125
2022-11-07 23:52:08+11:00,24.738025665283203,1073.9906005859375,181.0,B84C4503F361D64A,1084.63720703125
2022-11-07 23:53:08+11:00,24.73548126220703,1084.729248046875,183.0,B84C4503F361D64A,1073.2303466796875
2022-11-07 23:54:07+11:00,24.730358123779297,1074.260009765625,181.0,B84C4503F361D64A,1077.24169921875
2022-11-07 23:55:07+11:00,24.72526741027832,1075.064453125,181.0,B84C4503F361D64A,1075.0460205078125
2022-11-07 23:56:07+11:00,24.712543487548828,1074.97216796875,181.0,B84C4503F361D64A,1072.4036865234375
2022-11-07 23:57:07+11:00,24.717634201049805,1080.732666015625,182.0,B84C4503F361D64A,1072.3558349609375
2022-11-07 23:58:07+11:00,24.72526741027832,1074.462890625,181.0,B84C4503F361D64A,1071.5955810546875
2022-11-07 23:59:07+11:00,24.70745277404785,1082.802978515625,183.0,B84C4503F361D64A,1074.4776611328125
2022-11-08 00:00:08+11:00,24.715087890625,1079.024169921875,182.0,B84C4503F361D64A,1072.9388427734375
2022-11-08 00:01:08+11:00,24.717666625976562,1075.0792236328125,181.0,B84C4503F361D64A,1071.8427734375
2022-11-08 00:02:07+11:00,24.720211029052734,1074.48876953125,181.0,B84C4503F361D64A,1082.478271484375
2022-11-08 00:03:07+11:00,24.735448837280273,1083.7476806640625,183.0,B84C4503F361D64A,1081.76611328125
2022-11-08 00:04:07+11:00,24.72526741027832,1073.248779296875,181.0,B84C4503F361D64A,1079.1680908203125
